Season_Epi_code,Pitched_Business_Identifier,Pitched_Business_Desc,Deal_Status,Deal_Shark
421,Gobie H2O,advanced filtered water bottles . advanced filtered water bottles,1,DJ
421,Liddup,a cooler with interior LED lighting . a cooler with interior LED lighting,1,KOL
421,Rootsuit,novelty cover-all costumes . novelty cover-all costumes,0,
420,Drop Stop,"a device to stop objects from falling between a car seat and the center console . Ever accidentally drop a quarter or a precious curly fry in between the crevices of your car seats? Another one of Lori Grienerâ€™s heroes, Drop Stop does exactly what it says and prevents objects from annoyingly falling between those hard to reach places of your vehicle.",1,LG
420,Simple Sugars,"a sugar scrub that nourishes and exfloriates skin . Simple Sugars is an all natural sugar scrub that nourishes and exfoliates the skin. Itâ€™s formulated to be gentle enough for daily use on even the most sensitive skin. The blend of all natural oils leave you feeling silky smooth without the need for additional lotion or moisturizer. Also available for Men, Simple Sugars providesÂ body scrubs, facial scrubs, foot scrub and more. Oh and it smells wonderful too!",1,MC
420,CoolWraps,shrink wrap gift bags ,1,MC
420,Traditional Fisheries,"a company that promotes consumption of lionfish, an extremely invasive species, in an effort to help the ecology . a company that promotes consumption of lionfish, an extremely invasive species, in an effort to help the ecology",0,
419,Baby Loves Disco,children's party entertainment . childrenâ€™s party entertainment,0,
419,CellHelmet,mobile device cases and screen protectors that include device repair service . mobile device cases and screen protectors that include device repair service,0,
419,CordaRoy's,bean bag chairs that convert into beds . bean bag chairs that convert into beds and that never go flat,1,LG
419,Lose 12 Inches With Any 12 Workouts,a fitness program that teaches how to improve workout efficiency . a fitness program that teaches how to improve workout efficiency and an exercise machine,1,DJ
418,Jeska Shoe Company,shoes that can change look and style . shoes that can change look and style,1,DJ
418,Neo Innovations,a home use tattoo removal device . a home use tattoo removal device,0,
418,Nuts 'n More,fortified nut butters ,1,MC+RH
418,Psi Bands,an acupressure wrist band for relieving nausea . an acupressure wrist band for relieving nausea,0,
417,Addison's Wonderland,customized children's bedspreads . customized childrenâ€™s bedspreads,0,
417,Hip Chixs,premium denim jeans . premium denim jeans,0,
417,Muddy Water Camo,more realistic camouflage for duck hunters . more realistic camouflage for duck hunters,0,
417,Proof Eyewear,handcrafted eyewear made from wood . Proof eyewear are handcrafted sunglasses made from wood framing that at one point started as a seed in the ground and grew into a tree. The process of building each frame is handledÂ by skilled artisans that have a deep passion and skill for wood making.,0,
416,Gotta Have S'More,s'more based muffins ,0,
416,How Do You Roll?,a create-your-own sushi restaurant . a create-your-own sushi restaurant,1,KOL
416,Pretty Padded Room,online psychotherapy services . online psychotherapy services,0,
416,SmartWheel,a prototype steering wheel that prevents distracted driving ,1,MC+RH
415,Grinds,"an alternative to chewing tobacco made from ground coffee . Coffee lovers unite, this is a cool one. Grinds are small pouches of flavored coffee that help you stay stimulated and focused. A healthy alternative to chewing tobacco, Grinds has plenty of B-Vitamins and other important nutrients to get you through the day. Are you grinding yet?",1,DJ+RH
415,Hoodie Pillow,"bed and neck pillows with attached hoods . Crafted from premium sweatshirt material, Hoodie Pillow is pure bliss, comfort and travelerâ€™s dream. The oversized hood allows for privacy and blocks light, while the memory foam pillow naturally allows your head and neck to rest. A perfect gift for a businessman or college student always on the go.",1,Others
415,My Cold Snap,an individual ice chest for single cans . an individual ice chest for single cans,0,
415,The Green Garmento,an eco-friendly garment bag . an eco-friendly garment bag,0,
414,Bibbitec,a baby bib that covers the whole body ,0,
414,CuddleTunes,a teddy bear that plays personalized messages . a teddy bear that plays personalized messages,0,
414,SoundBender,"a device that directs sound from iPad speakers towards the user . The ultimate sound enhancer for your tablet. Magnetically and tightly securing to your iPad, Soundbender works by guiding the sound from the speakers back in your direction. In doing so amplifies and enhances yourÂ listening experience for music, movies and video games. Soundbender comes in a variety of colors and attaches to the iPad 2, iPad 3 and iPad 4.",1,DJ
414,Xero Shoes,"sandals for barefoot runners . Studies have shown that being barefoot is better for your body and for your mind. With Xero Shoes Sandals you can abide by this mantra. A modern spin on traditional barefoot running, Xero Shoes are the most comfortable, versatile sandals on the market today. They are non slip, lightweight and protect your feet. Xero Shoes Sandals come in a variety of styles/colors and are available for men and women",0,
413,Coffee Joulies,"a capsule that absorbs and releases heat to keep warm beverages at a drinkable temperature for an extended time . Coffee Joulies is an example of a KickStarter campaign done right, garnering about $300,000 more fundingÂ then asked. Joules is a capsule that absorbs and releases heat to keep warm beverages at the temperature you want for a longer period of time than weâ€™re accustomed too. Great on beverages like coffee, tea, hot chocolate and more. If youâ€™re like me and at times neglect your recently poured cup of coffee while working at the computer, this is the perfect solution.",1,DJ+KOL+LG+RH
413,Sub Zero Ice Cream,an ice cream shop that creates fresh customized dishes that are instantly frozen using liquid nitrogen . an ice cream shop that creates fresh customized dishes that are instantly frozen using liquid nitrogen,0,
413,Teddy Needs a Bath,a bag for cleaning stuffed toys in the washing machine . a bag for cleaning stuffed toys in the washing machine,1,MC
413,Urbio,modular indoor planters for urban spaces . modular indoor planters for urban spaces,1,LG
412,ARKEG,an arcade game machine that doubles as a beer tap . an arcade game machine that doubles as a beer tap,0,
412,Dura-Tent,screen tent-like food covers . screen tent food covers,0,
412,Hot Tot,professional hair products for children . professional childrenâ€™s hair products,1,MC
412,The GameFace Company,peel-off face masks . peel-off face masks,1,LG+MC
411,Fat Ass Fudge,a homemade fudge company . a homemade fudge company,0,
411,Partie Poche,a fashion accessory for women that replaces a handbag by carrying her phone and essentials around her leg . a fashion accessory for women that replaces a handbag by carrying her phone and essentials around her leg,0,
411,The Coop,a children's party place . a childrenâ€™s party place,1,BC
411,The Living Christmas Company,a Christmas tree renting service . a Christmas tree renting service,1,MC
410,Corks Away,a wine cruise business . a wine cruise business,0,
410,Nearly Newlywed,"a bridal dress boutique which buys, sells, and rents online . a bridal dress boutique which buys, sells, and rents online",0,
410,Ruckpack,"a caffeine free energy drink developed by U.S. special forces . Looking for a legitimate energy drink? RuckPack is it. Created and tested by U.S. Special Operations Forces, RuckPack is an energy shot and nutritional supplement that redefines the energy drink. With 5g of Frutose, Vitamins B6 and B12 and Alpha GPC, RuckPack gives you an immediate short term boost of energy and peak performance nutrition. There is no caffeine or empty energy in these bottles, so you will avoid the shakes and jolts youâ€™d sometimes get with other energy solutions.",1,KOL+RH
410,Tie Try,a neck tie mail-order rental service . a neck tie mail-order rental service,0,
409,Drive Suits,motorized vehicle suits . motorized vehicle suits,1,KOL
409,Ice Chips,"a healthy xylitol hard candy . Candy that is good for you? Nahhh. YES! Ice Chips are a healthy xylitol, delicious, handcrafted hard candy that adult and children alike can enjoy. Created by two very hip grannies, Ice Chips originated in a garage in Yelm, Washington. Ice Chips offers a variety of juicy flavors including Berry Mix Tart, Peppermint, Licorice, Cinnamon, Lemon, Coffee and Cream and more!",1,BC+MC
409,PC Classes Online,a computer instruction service for baby boomers . a computer instruction service for baby boomers,0,
409,ReVestor,a real estate search engine . a real estate search engine,0,
408,Cool Wazoo,"a 5-in-1 baby mat cover . the Original 5-in-1 Convertible Baby Changing Pad, Swing Insert, Highchair Cover, Car Shade and Shopping Cart Cover.",1,LG
408,No Fly Cone,a fly trap that uses dog excrement as bait . a fly trap that uses dog excrement as bait,0,
408,PlateTopper,airtight plate covers . airtight plate cover,1,LG
407,SBU,an electric self-balancing unicycle . an electric self-balancing unicycle,1,KOL+RH
407,Scrub Daddy,"an innovative dish scrubbing tool . The phenomenon that is the Scrub Daddy. The perfect household cleaning tool works on just about anything you can think of. Not only is it suitable for typical household chores like doing the dishes, cleaning appliances and shower enclosures, but itâ€™s also useful for personal use, the outdoors and even washing your car.",1,LG
407,Shemie,modernized slips . modernized slips,0,
407,The Bear & The Rat,dog-friendly frozen yogurt . dog-friendly frozen yogurt,0,
406,Cousins Maine Lobster,a food truck serving lobster from Maine . mobile food truck,1,BC
406,Eco Nuts,natural soap nuts for laundry . natural soap nuts for laundry,0,
406,Freaker USA,beer koozies . beer koozies,0,
406,PRO-NRG,energy-infused flavored water . energy infused flavored water,1,DJ
405,Cozy Bug,a line of pillowcase dresses for girls . a line of pillowcase dresses,1,DJ
405,Marz Sprays,vitamin oral sprays . vitamin oral sprays,1,LG
405,Spatty,a miniature spatula designed to scrape small containers completely clean . a small spatula designed to scrape small containers completely clean,0,
405,Wired Waffles,energy-boosting waffles . energy-boosting waffles. 12 pack.,0,
404,Back 9 Dips,a chicken flavored dip . chicken flavored dip,1,LG+RH
404,Bag Bowl,a sleeve that converts zip-lock bags into temporary bowls . a sleeve that converts zip-lock bags into temporary bowls,1,LG
404,Lifter Hamper,a clothes hamper that raises as you empty it to ease bending over . a clothes hamper that raises as you empty it to ease bending over,0,
404,Zomm,"a device that alerts you if you forget your keys or phone . Zomm is an award winning key chain device for convenience, safety and security. Utilizing bluetooth technology, Zomm connects to your mobile smart phone and makes for seamless emergency connectivity. It makes for a good leash as well as an alarm rings when youâ€™ve lost or left your phone behind.",0,
403,FuzziBunz,"reusable baby diapers . According to kidsgrowth.com, in one year your newborn baby with go through over 2700 diapers. If you have twins like myself, thatâ€™s over 5,000 diapers (not an exaggeration) in one year alone. Whoa. With fuzzibunz youâ€™re choosing the opposite of this. Cloth diapers that are both comfortable and economical.",0,
403,Liz Lovely Cookies,"gluten free, vegan cookies . gluten free, vegan cookies",0,
403,Posture Now,"a posture correcting device . Many of us are culprit to slouching or maintaining bad posture. We now have a solution thatÂ knocks out this bad habit. The worldâ€™s leading posture trainer, the Posture Now is a wearable braceÂ that actsÂ as an effective guide and posture helper. By using this brace for as little as 10-30 minutes a day, it is 100% guaranteed toÂ improve and train yourself for a lifetime of permanent good posture.",1,MC
403,Rock Bands,bracelets made with allegedly healing stones . healing stones you wear on a bracelet,1,DJ+MC
402,Alpha M,a how-to-dress-for-success DVD series for men . a how to dress for success DVD series for men,0,
402,CATEapp,a smartphone app that hides messages from certain contacts . a smartphone app that hides messages from certain contacts,1,DJ+KOL
402,eCreamery,"mail-order personalized ice cream . eCreamery is an online custom ice cream and gelato shop where you choose your own flavor, mix-ins, packaging and even right down to the name of the Ice Cream itself. With eCreamery, you do not have to rely on your resident Ice Cream Man. Now you can have itÂ delivered right to your door. Send it to a friend or relative as a birthday gift, get well gift, as a congratulations for that job promotion and more.",0,
402,SurfSet Fitness,surfing-inspired exercise equipment . surfing-inspired exercise equipment,1,MC
401,Bev Buckle,a belt buckle which serves as a beverage holder . a belt buckle which serves as a beverage holder,1,BC
401,Body Walking,a massage service where the masseuse stands on the client . massage service which operates as masseuse standing on client,0,
401,Buggy Beds,bed bug glue traps . bed bug glue traps,1,BC+DJ+KOL+MC+RH
401,CoatChex,a ticketless coat checking system . a ticket-less coat checking system,0,
315,Cougar Limited,an energy drink for women . an energy drink for women,0,
315,Remyxx ReKixx Sneakers,fashionable shoes that are completely recyclable . fashionable shoes that are completely recyclable,1,DJ
315,The NitroForce Titan 1000,a home gym system . a home gym system,0,
315,UniKey Technologies,door locks operated by a smart phone application . door locks operated by a smart phone application,1,KOL+MC
314,Billy Blanks Jr.'s Dance With Me,a new fitness program created by the son of the creator of the best selling fitness DVD ever ,1,DJ+MC
314,CAB20,a rock band . a rock band,0,
314,Mix Bikini,mix and match bikinis . mix and match bikinis,1,BC
314,Wild Squirrel Nut Butter,a line of peanut butters . peanut butter made by college students,1,BC
313,AirBedz,air mattresses for truck beds . air mattresses for truck beds,0,
313,Boot Illusions,interchangeable covers to make heels into boots . interchangeable covers to make heels into boots,1,BC
313,Skyride,a human-powered monorail system . a human powered monorail system,0,
313,Villy Customs,customizable bicycles . customizable bicycles,1,BC+MC
312,Debbie Brooks Handbags,customizable handbags . customizable handbags,0,
312,Lollacup,"spill proof sippy cups . An innovative and stylish straw sippy cup, Lollacup makesÂ it simple for infants and toddlers to drink from the straw, even when the cup has been tilted.Â Lollacup is designed to be an easy to hold,Â effective sippy cup for your young one. Itâ€™s dishwasher safe and no problem to clean. Made in the USA and FDA approved, the Lollacup comes in a variety of colors.",1,MC+RH
312,Nail Pak,"a 3-in-1 nail polish, remover, and file . a 3-in-1 nail polish, remover, and file",1,LG
312,Trimi Tank,tank tops with interchangeable straps . interchangeable tank top straps,0,
311,Blondies Cookies,a cookie business ,0,
311,Copa di Vino,the wine in a glass creator returns to pitch his product again . proprietary container and brand for a single serving of wine by the glass,0,
311,The Sullivan Generator,a machine that produces natural energy from earth's rotation and gold as a by-product ,0,
311,ViewSport,T-Shirts with designs that appear when in contact with water . T-Shirts with logos that appear when in contact with water,0,
310,Bark’em’s To Go,pet food packaged to-go ,0,
310,Brewer’s Cow,beer flavored ice cream ,0,
310,GoGo Gear,fashionable motorcycle and scooter protective riding apparel . fashionable motorcycle and scooter protective riding apparel,1,DJ
310,The Ave Venice,customized shoe designs . customized shoe designs,0,
309,Instant Lifts,clear adhesives that improve the look of sagging skin . clear adhesives that improve the look of sagging skin,0,
309,MisoMedia,software for learning to play instruments ,1,MC
309,Tower Paddle Boards,a paddle board company ,1,MC
309,Vinamor,a wine aerator . a unique wine aerator,0,
308,Litter,a line of body jewelry ,1,DJ+MC
308,Nardo's Natural,a line of skin care products ,1,BC
308,Rent-A-Grandma,a babysitting service staffed by older women . babysitting service,0,
308,The Original Profender,a basketball training device . a basketball training device,0,
307,Kisstixx,flavored mix-and-match lip balms ,1,MC
307,Technology Enabled Clothing,clothing designed for portable electronics ,0,
307,The Heat Helper,a laundry dryer heat-recycling device . a laundry dryer heat-recycling device,0,
307,The Smart Baker,a line of home baking products ,1,BC
306,Esso Watches,a wristwatch with alleged health benefits . a wristwatch with supposed health benefits,0,
306,Five Minute Furniture,an easy-assembly furniture line . an easy-assembly furniture line,0,
306,Readerest Specsecure,a magnet that allows you to attach your glasses to your shirt so you won't lose them ,1,LG
306,The Painted Pretzel,a candy pretzel business . a candy pretzel business,1,MC
305,Ledge Pillow,a pillow for woman with large breasts . a pillow for woman with breast implants or large breasts,0,
305,M3 Girl Designs,a jewelry line for kids . two sisters and their mother who created a jewelry line for kids,1,LG+MC+RH
305,Talbott Teas,premium teas . premium teas,1,KOL
305,The Last Lid,a universal garbage can lid . a universal garbage can lid,1,DJ
304,Puppy Cake,a cake mix for dogs . a cake mix for dogs,0,
304,Show No,a towel that provides coverage to change out of a swimsuit in public . a towel that provides coverage to change out of a swimsuit in public,1,LG
304,The Swilt,a sweater and quilt combination . a sweater and quilt combination,0,
304,Wine Balloon,a way to keep wine good for longer . a way to keep wine good for longer,1,LG+MC
303,Chord Buddy,"a system for learning to play guitar . Is learning to play the guitar intimidating? Chord Buddy is the perfect teacher. EssentiallyÂ training wheels for your Guitar, Chord buddy teaches you how to play the instrument in just a short amount of time. Within weeks you will notice progress and gain some confidence to remove some tabs. It is promised that if you follow through with Chord BuddyÂ you can take off the contraption entirely and play like a free bird. I didnâ€™t say the song literally..",1,RH
303,Liquid Money,a fragrance that smells like money . a fragrance that smells like money,0,
303,Tail Lightz,a blinking accessory for jeans . a blinking accessory for jeans,0,
303,You Smell Soap,luxury soap . a way to keep wine good for longer,1,RH
302,I Want To Draw A Cat For You,an online service that creates and delivers custom cat drawings . an online service that creates and delivers custom cat drawings,1,MC
302,Invis-A-Rack,"a collapsable cargo rack for truck beds . Invis-A-Rack is a cargo management system designed toÂ beÂ a functional ladder rack that folds down sleekly when not in use. The invis-a-rack is light weight, durable and has non rusting strength. Itâ€™s high quality build is designed to withstand the tough labor work enviornment and last the lifetime of your truck.",0,
302,Salespreneur,a company that teaches how to become a good sales rep . a company that teaches how to become a good sales repÂ ,0,
302,Vegas Magic Show,a magic show act . a magic show act,0,
301,Business Ghost,a ghost writing service . a ghost writing service,0,
301,EZ VIP,a club reservation service . club reservation service,1,DJ+MC
301,My Wonderful Life,a funeral planning service . funeral planning service,0,
301,The Clean Bottle,easy to clean water bottles ,1,MC
208,Aldo Orta Jewelry,mass market versions of custom jewelry . mass market versions of custom jewelry,1,BC
208,CitiKitty,a toilet training product for cats ,1,Others
208,One Sole,shoes with replaceable tops ,1,DJ
208,Samson Martin,T-shirts for expecting moms . T-shirts for expecting moms,0,
207,Caddy Swag,a drink cooler designed for golf bags ,0,
207,Daisy Cakes,mail-order cakes . mail-order cakes,1,BC
207,Hot Mama Gowns,luxury maternity gowns . luxury maternity gowns,0,
207,Sweep Easy,a broom with a built-in scraper ,1,DJ
206,Fitness Stride,an exercise device . exercise device,0,
206,Flipoutz,armbands you personalize with coins . armbands you personalize with coins,1,DJ+KOL+RH
206,Mod Mom Furniture,modernized toy boxes . modernized toy boxes,1,RH
206,Pure Ayre,a more effective odor remover . a more effective odor remover,0,
205,CBS Foods,shrimp-based burgers ,0,
205,Copa di Vino,a proprietary container for a single serving of wine by the glass . proprietary container and brand for a single serving of wine by the glass,0,
205,Tippi Toes,a children's exercise program franchise . a childrenâ€™s exercise program franchise,1,MC
205,Wurkin Stiffs,magnetic collar-stays . magnetic collar-stays,1,BC+DJ
204,HyConn,a connector for fire hydrant hoses that is faster and easier to use ,1,MC
204,Man Candle,masculine scented candles ,0,
204,Origaudio,innovative portable speakers . innovative portable speakers,1,RH
204,Original Runner Company,aisle runners for weddings and special events . aisle runners for weddings and special events,0,
203,Broccoli Wad,a mafia-inspired money clip . mafia-inspired money clip,1,BC
203,Hillbilly Brand,"a specialty clothing brand marketed towards ""rednecks"" and ""hillbillies"". specialty clothing brand marketed towards",1,DJ+RH
203,Ride-On Carry-On,luggage with a built-in child chair ,1,BC
203,Uncle Zip's Beef Jerky,beef jerky made without preservatives ,0,
202,First Defense Nasal Screen,a personal air filtration system . personal air filtration system,1,DJ+KOL+MC
202,Toygaroo,a toy subscription service . toy subscription service,1,KOL+MC
202,Vurtego,extreme pogo sticks ,0,
202,Wake n' Bacon,an alarm clock that wakes you up with fresh bacon ,0,
201,Carsik Bib,a bib for carsick children ,0,
201,Ecomowers,an eco-friendly manual lawn mower that doesn't require blade sharpening ,0,
201,Games2U,mobile party games franchise ,0,
201,Hydromax,a hydration system for football players ,1,Others
115,Fridge Fronts,magnetic decorative covers for refrigerators . magnetic decorative finish for refrigerators,1,BC
115,Lightfilm,light-up decals for car windows . light-upÂ decalÂ for carÂ windows,1,DJ+RH
115,New Era Brands,clip-on gum and contact lens cases . clip-on gum and clip-on contact lens cases,0,
115,Thin Gloss,weight loss lip gloss . weight lossÂ lip gloss,0,
114,Caffeindicator,a decaf coffee testing system incorporated onto sweetener packets . a decaf coffee testing system incorporated onto sweetener packets,1,Others
114,Captain Ice Cream,an ice cream vending business . an ice cream vending business,0,
114,Legal Grind,a coffee shop that provides legal services . a coffee shop that provides legal services,0,
114,Lipstix Remix,a lipstick mold that combines used lipsticks into a new stick . a lipstick mold that combines used lipsticks into a new stick,1,BC+DJ
113,Grease Monkey Wipes,more effective cleaning and degreasing wet wipes . more effective cleaning and degreasing wet wipes,1,BC+RH
113,Podillow,a more comfortable tanning and massage pillow ,0,
113,The Factionist,an environmentally friendly T-shirt line . an environmentally friendly T-shirt line,0,
113,Wee Can Shop,a gift shop for children . a gift shop for children,0,
112,Hells Bells,a helmet company that has a patented method to produce 3-D designs ,1,DJ
112,Ink Flip,a mail-order printer ink refill service . a mail-order printer ink refill service,0,
112,Romp n' Roll,a children's entertainment center franchise ,0,
112,The Chef in Black,a dried Chinese salad dressing ,1,BC
111,Jump Forward,a technological solution for sports recruiting from high school to college . a technological solution for sports recruiting from high school to college,1,KOL+RH
111,Mr. Poncho,a poncho for mobile devices to avoid tangled headphones . a poncho created for iPhones and Blackberries as a solution to tangled headphones,0,
111,The Bobble Place,a custom bobble head doll company . a custom bobble head doll company,0,
111,Uroclub,a urologist who created a solution to bladder problems on a golf course ,1,Others
110,Llama Brew,liquid llama fertilizer . liquid llama fertilizer,0,
110,Nubrella,a wearable umbrella . new wearable design for an umbrella,1,DJ
110,Pillars of Slippers,an in-home shoe party franchise . in home shoe party franchise,0,
110,Qubits,a bendable construction toy . bendable construction toy,1,DJ
110,Send A Ball,greeting balls sent in the mail ,0,
109,Chill Soda,a healthy soda ,1,BC
109,Cornucopia,a veterinarian who created pet food he claims could extend a pet's life ,0,
109,Gayla Bentley Fashion,a fashion line for women over size 12 . a fashion line for women over size 12,1,BC+DJ
109,VirtuSphere,"a large sphere one can walk in to experience virtual reality environments . a large sphere used in simulating environments, which can be used in military training or for entertainment purposes",0,
108,Notehall,a website that buys and sells college class notes and study guides . a website that buys and sells college class notes and study guides,1,BC
108,Throx,a company that sells socks in sets of threes . a company that sells socks in sets of threes,0,
108,Treasure Chest Pets,an organizer for children designed like a stuffed toy . an organizer for children designed like a stuffed toy,1,BC+DJ
108,Washed Up Hollywood,a belt and belt buckle manufacturer . a belt and belt buckle manufacturer,0,
107,Boogie Box Fitness,"aerobics fitness programs, classes, and DVDs . a line of new aerobics fitness programs, classes and DVDs",0,
107,FunHouse,"an entertainment venue in Times Square, New York ",0,
107,Grill Charms,stainless steel tags that identify different cooking specifications of various meats when on the grill . stainless steel tags that identify different cooking specifications of various meats when on the grill,1,RH
107,Soy-Yer-Dough,soybean based modeling dough for those with a wheat allergy . a line of soybean based modeling dough aimed at those with a wheat allergy,1,DJ+KOL+RH
106,Element Bars,"a company that manufactures custom energy bars . Element Bars Custom Whole Food Bars lets you create your own custom energy bar by selecting the natural ingredients you prefer. The organic ingredients are hand selected and only the highest of quality make the cut. Element Bars are healthy and taste absolutely delicious. Choose your core granola flavor, fruits, nuts, sweets, boosts and name your bar what you want today!",1,Others
106,Kalyx,a line of sports bras ,0,
106,Pork Barrel BBQ,a barbecue sauce and spice rub . a new brand of barbecue sauce and spice rub. award winning sample pack.,1,BC
106,The Fizz,a reinvention of the root beer float that screws onto soda bottles . a reinvention of the root beer float that screws onto soda bottles,0,
106,Underease Underwear,protective underwear for flatulance . protective underwear for flatulance,0,
105,Body Jac,a fitness machine to make pushups easier . a fitness machine to make pushups easier,1,BC
105,Face Blok,a line of stylized surgical face masks . a line of stylized surgical face masks,0,
105,Good Grief Celebrations,a funeral concierge service . a funeral concierge service,0,
105,Granola Gourmet,a line of granola bars that diabetics can eat . a line of granola bars that diabetics can eat,0,
105,My Therapy Journal,a web site that allows people to write in a journal and gauge their emotional state . a web site that allows people to write in a journal and gauge their emotional state,1,KOL+RH
104,Coffee Brand Gifts,on plush toys . a company that holds the patents to put the words,0,
104,Coverplay,a slip cover for children's travel play yards ,1,BC
104,Gift Card Rescue,a web site that buys and resells unused gift cards . a web site that buys and resells unused gift cards,1,KOL+RH
104,Graffiti Removal Services,a graffiti removal service franchise ,0,
104,Soul's Calling,a line of inspirational accessories and gift items ,0,
103,50 State Capitals in 50 Minutes,flashcards to help memorize the USA States and their capitals . a deck of flashcards to help memorize the 50 USA States,0,
103,Kwyzta Chopstick Art,household items made from recycled chopsticks ,0,
103,Stress Free Kids,a line of books that use stress relieving techniques to calm kids to sleep . a line of books that use stress relieving techniques to calm kids to sleep,1,BC
103,Turbobaster,a cooking device for basting ,1,Others
103,Voyage Air Guitar,a guitar design that folds the guitar into a backpack . a guitar design that folds the guitar into a backpack,0,
102,A Perfect Pear,a gourmet food business . a gourmet food business,1,RH
102,Classroom Jams,a musical way to teach students Shakespeare . Who hasnâ€™t had to study Shakespeare? Marc Furigay created Classroom Jams â€“ a musical way to teach Shakespeare to high school kids. What better way to learn Ye Olde English than with music. And he get a deal with ALL the Sharks!,1,BC+DJ+KOL+RH
102,Crooked Jaw,a mixed martial arts clothing line . a mixed martial arts clothing line,0,
102,Lifebelt,a device that prevents the car from starting without the seat belt being fastened . a device that prevents the car from starting without the seat belt being fastened,0,
102,Sticky Note Holder,a Post-It note arm for laptops . a Post-It note arm for laptops,0,
101,Ava the Elephant," (Emmy the Elephant during show, trademarked as Ava after) a plastic elephant-shaped device that helps parents give small children oral medicine . (Emmy the Elephant during show, trademarked as Ava after) a plastic elephant shaped device that lets parents easily give small children oral medicine",1,BC
101,College Foxes Packing Boxes,a packing and organizing service based on an already successful business called College Hunks Hauling Junk . a spinoff professional packing and organizing service based on an already successful junk removal and moving business called College Hunks Hauling Junk,0,
101,Ionic Ear,an implantable Bluetooth device requiring surgery to insert the device into the user's head . an implantable Bluetooth device requiring surgery into your head,0,
101,Mr. Tod's Pie Factory,a pie company ,1,BC+DJ
101,Wispots,an electronic hand-held device for waiting rooms . an electronic hand-held device for waiting rooms,0,
